Index,Title,True_Label,Predicted_Label,Result
251,FBI Director Comey to testify before House panel on Thursday,Factual,Factual,CORRECT
252, The Leaker-In-Chief Just Tweeted Classified Info To His 35 Million Followers,Hoax,Hoax,CORRECT
253,NEW BIOGRAPHY Exposes Barack Obama’s Dream Of Becoming Donald Trump,Hoax,Hoax,CORRECT
254,ABC Producing Comedy Involving Illegal Alien Family…That’s Funny?,Hoax,Hoax,CORRECT
255,NANCY PELOSI Just Went After Trump’s Grandchildren And It’s Disgusting! [Video],Hoax,Hoax,CORRECT
256,GOP MAJORITY SENATE FINALLY GETS IT RIGHT: Votes To Gut Obamacare And Defund Planned Parenthood,Hoax,Hoax,CORRECT
257," Sorry, Not Sorry: Here Are Some Of The Funniest Responses To Scalia’s Death (IMAGES)",Hoax,Hoax,CORRECT
258, The Funniest And Most Obscene Local News FAILS Of 2015 (VIDEO),Hoax,Hoax,CORRECT
259,Rights group accuses Myanmar of crimes against humanity,Factual,Hoax,WRONG
260,(VIDEO) YOU’LL BE SHOCKED AT HOW LITTLE PEOPLE UNDERSTAND ABOUT THE IRAN DEAL,Hoax,Hoax,CORRECT
261,"Banks, healthcare service firms among winners from U.S. tax bill",Factual,Factual,CORRECT
262,U.S. aims for start this year on buying more military satellites,Factual,Factual,CORRECT
263, Black Chicago Teen Calls Cops 3 times For Help Before They Execute Him (VIDEO),Hoax,Hoax,CORRECT
264,LIBERALS ARE GOING To Be Furious Over What This Texan’s T-Shirt Said During Live TV Interview,Hoax,Hoax,CORRECT
265, Whoa! Melania Trump Just Stole A Whole Paragraph From Michelle Obama (VIDEO),Hoax,Hoax,CORRECT
266," Charity Is Buying Bankrupt Homophobic Pastor’s Church, Converting It To LGBT Youth Haven",Hoax,Hoax,CORRECT
267,UK PM May says she was unaware of allegations against sacked deputy,Factual,Hoax,WRONG
268,Philippine leader says 'no way' he'll do deal with Islamist rebels,Factual,Hoax,WRONG
269,COPS ASK MAYOR TO REMOVE “Black Lives Matter” Banner Hanging At City Hall…His Response Is ASTOUNDING!,Hoax,Factual,WRONG
270, 10 Of The Most Harmful And Disastrous Opinions Of Antonin Scalia’s Career — With Quotes,Hoax,Hoax,CORRECT
271, Global Survey HUMILIATES Trump After He Claims World Leaders Loved Everything He Said At United Nations,Hoax,Hoax,CORRECT
272,OAS says Honduran presidential election should be redone,Factual,Hoax,WRONG
273,BOOM! TREY GOWDY Shoots Down Outrage Over Intel Chair Briefing Trump on Spying: “If that’s a big deal…we’ve sunk to a new low” [Video],Hoax,Hoax,CORRECT
274,Senate to vote on motion to proceed on tax bill: lawmaker,Factual,Factual,CORRECT
275,"UK police arrest four, including soldiers, over suspected far-right terrorism",Factual,Hoax,WRONG
276,TRUMP SUPPORTER’S HILARIOUS VIRAL VIDEO Mocking CNN’s 1-Star App Rating Has Everyone Laughing!,Hoax,Hoax,CORRECT
277,Banish Bannon? Trump weighs his options as top aides feud,Factual,Hoax,WRONG
278,"U.S., Germany eye ways to deepen cyber collaboration",Factual,Factual,CORRECT
279,Farenthold should resign if misconduct accusations true: senior House Republican,Factual,Hoax,WRONG
280,Conservative editor considering lawyer for independent White House bid: Bloomberg,Factual,Hoax,WRONG
281,EPA Chief Reveals Her ‘Trashy’ Upbringing And What She’s Sure All Families Did Pre-EPA,Hoax,Hoax,CORRECT
282,"Factbox: Trump to meet ex-rivals Fiorina and Santorum, lawmakers",Factual,Hoax,WRONG
283,Ousted Hong Kong lawmakers ordered to pay hefty expense bills,Factual,Hoax,WRONG
284,FRAUD RUNS RAMPANT: House Votes To End Millionaires’ Abuse Of Low-Income Housing [Video],Hoax,Hoax,CORRECT
285,"Fed's Yellen says Puerto Rico faces economic crisis, matter for Congress",Factual,Hoax,WRONG
286, Trump’s Pick For Head Of DOJ Criminal Division Represented Russian Banks With Putin Ties,Hoax,Hoax,CORRECT
287,"Obama LIES To French Reporter, America “One Of Largest Muslim Countries In The World” [VIDEO]",Hoax,Hoax,CORRECT
288,VETERANS CAN’T GET HEALTH CARE…But These MN Somali Muslims Got US Taxpayer Dollars For College…Used It For Jihad,Hoax,Hoax,CORRECT
289,"Canada's Trudeau: won't support Trump, but understands his appeal",Factual,Factual,CORRECT
290,THE OBAMA LEGACY: Worst Economic Growth Of All 13 Post-WWII Presidents [VIDEO],Hoax,Hoax,CORRECT
291,U.N. peacekeepers pressed to do more with less as further cuts loom,Factual,Factual,CORRECT
292,WOOHOO! NEVER TRUMPER Tells Why He’s Jumpin’ on the TRUMP TRAIN [Video],Hoax,Hoax,CORRECT
293," WATCH: Fox Host Chris Wallace SMACKS Trump, Asks How Attacking The Media Creates Jobs",Hoax,Hoax,CORRECT
294, President Trump? Masked Nationalists Beat Up Refugee Children (VIDEO),Hoax,Hoax,CORRECT
295,"ANTI-JIHAD WARRIOR Pamela Gellar STRIKES BACK HARD After London’s Muslim Mayor Bans Ads With Bikini Clad Women, Allows “Allah Is Greater” Ad To Remain",Hoax,Hoax,CORRECT
296, WATCH: Kellyanne Conway Blames Muslim Refugees For Massacre That LITERALLY Never Happened,Hoax,Hoax,CORRECT
297,“UNITY” BASEBALL GAME Not So Unified: Democrat Staffers Mock Pre-Game Prayer…Show Vulgar Reactions To Trump’s Unity Speech [Video],Hoax,Hoax,CORRECT
298, Trump Gets HUMILIATED After Declaring His Poll Numbers ‘Higher’ Than Obama’s,Hoax,Hoax,CORRECT
299,HOW A SIMPLE GLASS OF WATER Could Expose The Truth About Hillary’s Serious Health Issues And Cause Her To Lose The Election [VIDEO],Hoax,Hoax,CORRECT
300,UK government confident of winning vote on Brexit legislation: spokesman,Factual,Factual,CORRECT
301," Trump Fan Calls For Lynching Hillary, Screams ‘Hang That B*tch’ At NC Rally",Hoax,Hoax,CORRECT
302,REDUX 1963? The Deep State vs Donald Trump,Hoax,Hoax,CORRECT
303,"Trump to limit Cuba travel, restrict business deals with military: U.S. officials",Factual,Hoax,WRONG
304,GAG! HOLLYWOOD LATINOS Gush Over Hillary In Nevada Race Against Sanders: “I’d like to Netflix and chill with her”,Hoax,Hoax,CORRECT
305,Swiss man gets suspended prison term for spying in Germany,Factual,Hoax,WRONG
306,"British foreign minister to visit Iran, lobby for jailed aid worker",Factual,Factual,CORRECT
307,POLL: NEGATIVE VIEW OF SUPREME COURT HITS NINE-YEAR HIGH,Hoax,Hoax,CORRECT
308," Did Ron Paul Just Confuse Al-Qaeda With ISIS, Or Does He Simply Not Know The Difference? (TWEETS)",Hoax,Hoax,CORRECT
309," Report: Trump Campaign Tried To Intimidate Third Party Candidate, Called His Family",Hoax,Hoax,CORRECT
310,Russia says satellite launch failure due to programming error,Factual,Hoax,WRONG
311,OUTRAGEOUS! NANCY PELOSI Claims Obamacare Honors “Vision of Our Founders” [Video],Hoax,Factual,WRONG
312,South Africa considering best time for nuclear power expansion: Zuma,Factual,Hoax,WRONG
313,Virginia governor vetoes bill cutting Planned Parenthood funding,Factual,Factual,CORRECT
314,Clinton raises $68.5 million in June: campaign,Factual,Hoax,WRONG
315,"FLASHBACK VIDEO: JESSE JACKSON Praises Donald Trump For His Commitment To Bringing Blacks, Minorities Into Corporate America",Hoax,Hoax,CORRECT
316,Bolivia's Morales leads 'Che' homage 50 years after execution,Factual,Hoax,WRONG
317,WOW! JILL STEIN’S ‘FIRESIDE CHAT’ Exposes Her Delusion On Recount [Video],Hoax,Hoax,CORRECT
318,Congressman Jim Jordan stops CNN gatekeeper Chris Cuomo on Benghazi cover-up,Hoax,Hoax,CORRECT
319,U.S. service member killed in Afghanistan helicopter crash,Factual,Factual,CORRECT
320,New Report Shows 3.5 MILLION MORE ADULTS Registered To Vote Than Are Alive…Is This Why Leftist Media Predicted Hillary Would Win? [VIDEO],Hoax,Hoax,CORRECT
321,"As guns fall silent, Benghazi residents return to battered homes",Factual,Factual,CORRECT
322,"BATON ROUGE COP KILLER Had “Inspirational” YouTube Channel, Was Racist Member Of Farrakhan’s Nation Of ISLAM: “My Religion Is The Religion Of ‘Justice'” [VIDEO]",Hoax,Hoax,CORRECT
323," Gary Johnson To Paul Ryan: Trump Endorsement A ‘Mistake,’ Man Up And Admit It (VIDEO)",Hoax,Hoax,CORRECT
324,Finland seeks jail for men accused of planning to join Syria militant group,Factual,Factual,CORRECT
325, Trump Justice Department Is Going After Anyone Who Even THOUGHT Of Protesting Trump,Hoax,Hoax,CORRECT
326,NATIONAL ARCHIVES MISSING Massive Data From Clinton White House Records,Hoax,Hoax,CORRECT
327, Jim Vejvoda’s HILARIOUS Scalia Tweet Is Nothing Short Of PERFECT (IMAGE),Hoax,Hoax,CORRECT
328,Trump administration starts countdown to NAFTA talks in mid-August,Factual,Factual,CORRECT
329, Clinton’s Latest Electoral Appeal? Mormon Voters – And It Could Work,Hoax,Factual,WRONG
330," WATCH: Arnold Schwarzenegger Just BURNED Trump Over ‘The Apprentice,’ And It Is GOLDEN",Hoax,Hoax,CORRECT
331,EU Parliament's Brexit coordinator urges May to address chamber,Factual,Factual,CORRECT
332, Former CIA/NSA Chief Says Trump’s Unlawful Orders Would NOT Be Followed By The Armed Forces (VIDEO),Hoax,Factual,WRONG
333,Patrick Henningsen LIVE with guest Sean Stone – ‘Project for a New Global Government?’,Hoax,Hoax,CORRECT
334,Israel's right wing has grand plans for Trump era,Factual,Hoax,WRONG
335,BOILER ROOM – EP #55 – Roasting the Wretched Hive of Scum and Villainy,Hoax,Hoax,CORRECT
336,BRUTALIZED TRUMP SUPPORTERS WIN ONE! Federal Lawsuit Against City of San Jose Goes Forward [Video],Hoax,Hoax,CORRECT
337,"OBAMA STONEWALLING ON Why He Sent 13 Payments Of $99,999,999.99 To Iran…Where Was Congress?",Hoax,Hoax,CORRECT
338,KEY DEMOCRATS MOCKED In Saturday Night Live Skit: ‘We’re Baaack!’ [Video],Hoax,Hoax,CORRECT
339,Mexico says paying for Trump wall 'not part of our vision',Factual,Hoax,WRONG
340,CRAZY VIDEO! MAYOR OF BALTIMORE: WE GAVE RIOTERS “SPACE TO DESTROY”,Hoax,Hoax,CORRECT
341,China to amend party constitution at October congress,Factual,Hoax,WRONG
342, Iowa Racist: I Beat That Man Because I’m ‘Allergic To Black People’ (VIDEO),Hoax,Hoax,CORRECT
343, GOP Governor Calls Blacks “Colored People” (VIDEO),Hoax,Hoax,CORRECT
344,Democratic senators ask Justice Department to block insurance megamergers,Factual,Factual,CORRECT
345,Four Breitbart journalists quit after alleged Trump rally assault,Factual,Hoax,WRONG
346,IT’S COME TO THIS: Leftist Media and Protesters Go For The Jugular In All Out Freak Out Over Possible Trump Win On Super Tuesday [Video],Hoax,Hoax,CORRECT
347,GUESS WHO’S BEHIND Sickening Ad Showing Boy Being Bullied Because His Dad Didn’t Vote [VIDEO],Hoax,Hoax,CORRECT
348,Kremlin: U.S. arms license for Kiev may trigger new bloodshed in east Ukraine,Factual,Hoax,WRONG
349,"Exclusive: From cyber unit to troops, South Korea adds extra layer of Olympics security amid tensions",Factual,Hoax,WRONG
350,Spain aims to avoid economic damage to Catalonia through direct rule: PM,Factual,Hoax,WRONG
351, Trump Is Already Creating A STRIKING Double Standard With Requirements For His Administration,Hoax,Factual,WRONG
352,Students sent home from Indonesian Islamic school linked to child fighters,Factual,Hoax,WRONG
353,HOW FAILED DEMOCRAT LEADERSHIP IS TAKING NYC BACK TO PRE-[Rudy] GILLIANI ERA,Hoax,Hoax,CORRECT
354,Iran's Khamenei warns U.S. against 'wrong move' on nuclear deal,Factual,Hoax,WRONG
355,ARCHITECT OF MASS VOTER FRAUD: Hollywood Producer Tells Stunning Story Of How Obama Stole Election In 2008,Hoax,Hoax,CORRECT
356,ENTITLED IRS ETHICS LAWYER DISBARRED FOR ETHICS VIOLATIONS: “…reckless disregard for the truth”,Hoax,Hoax,CORRECT
357,TRUMP SUGGESTS People Should Sue ABC NEWS After Massive Stock Market Crash Triggered By #FakeNews Report On Michael Flynn,Hoax,Hoax,CORRECT
358,U.S. special counsel's investigators met author of 'Trump dossier': source,Factual,Hoax,WRONG
359,"U.S., South Korea troops stage mock battle to retake village near North Korean border",Factual,Factual,CORRECT
360,U.S. budget chief Mulvaney says CFPB staff should 'disregard' deputy director: memo,Factual,Hoax,WRONG
361," Rapper Warren G To Police: ‘If You Don’t See a Gun, Don’t Shoot’ (VIDEO)",Hoax,Factual,WRONG
362,Britain's May 'deeply concerned' over reports of sexual harassment in parliament,Factual,Hoax,WRONG
363,Trump extols corporate profits while seeking corporate tax cut,Factual,Hoax,WRONG
364,German would-be partners have very different immigration ideas,Factual,Hoax,WRONG
365,"China, Taiwan spar over Chinese diplomat's invasion threat",Factual,Hoax,WRONG
366,Trump says China tried but failed to help on North Korea,Factual,Hoax,WRONG
367,Former Fox News chief Ailes is not advising Trump: campaign,Factual,Factual,CORRECT
368, Berkeley Student Kicked Off Southwest Flight For Speaking Arabic (VIDEO),Hoax,Hoax,CORRECT
369,Iraq's Abadi accepts Macron invitation to come to discuss Kurds: Elysee source,Factual,Factual,CORRECT
370,LIVE FEED: Trump “Thank You” Tour In NC With Ret. General James Mattis [Video],Hoax,Hoax,CORRECT
371,UK's Mr Brexit says no vacancy for ambassador to United States,Factual,Hoax,WRONG
372,"House Speaker Ryan says DACA fix, border security need to be linked",Factual,Factual,CORRECT
373, This Tweetstorm PERFECTLY Explains Why Recounts Terrify Trump – It’s Not Fear He Might Have Lost,Hoax,Hoax,CORRECT
374,California attorney general to sue over Trump subsidy cut,Factual,Factual,CORRECT
375, Leaked Email Proves Trump Officials Aware Russia Had ‘Thrown The USA Election’ To Trump,Hoax,Hoax,CORRECT
376,HOLY GLOBALIST SLAM! Nigel Farage Brilliantly DESTROYS EU Hypocrites Over Their Trashing Of President Trump [VIDEO],Hoax,Hoax,CORRECT
377,Not Kidding! Obama’s Dept. Of Education Orders Mixed Sex Showers In High Schools,Hoax,Hoax,CORRECT
378,Gay activists march through Serb capital behind police lines,Factual,Factual,CORRECT
379,"Rocky politics, slow growth loom as Obama, Italy's Renzi meet",Factual,Factual,CORRECT
380,Trump gets back on message at first rally after debate,Factual,Hoax,WRONG
381,Former Zimbabwe finance minister Chombo to be held in custody until trial,Factual,Factual,CORRECT
382, Republicans Just RUINED Trump’s Plan To Bully The Government Into Funding Border Wall (DETAILS),Hoax,Hoax,CORRECT
383, Melania Trump Hit With SERIOUS Side-Eye After Telling Black Kids To Respect Each Other,Hoax,Hoax,CORRECT
384,Senator McCain suggests subpoena to make White House cyber aide testify,Factual,Factual,CORRECT
385,U.S. to issue rules to tighten individual travel restrictions to Cuba,Factual,Hoax,WRONG
386,"'Green' funds flush with new cash, challenges as Trump era dawns",Factual,Factual,CORRECT
387," Kellyanne Conway Just Humiliated Herself On National TV, Displays STUNNING Incompetence (VIDEO)",Hoax,Hoax,CORRECT
388,Trump denies Tillerson threatened to resign: Twitter,Factual,Hoax,WRONG
389,New York Attorney General investigating false 'net neutrality' comments to FCC,Factual,Hoax,WRONG
390,"UNDERCOVER NYPD COP Busts 2 Women Building Bomb, Planning To Wage Jihad…Mayor DeBlasio Says “Unfair”",Hoax,Hoax,CORRECT
391, Trump Admin. Tosses Out Another Obama Rule – His Sons Can Be Even Worse Douchebags Now,Hoax,Hoax,CORRECT
392,Ep #10: Patrick Henningsen LIVE – ‘Inside Esoteric Hollywood’ with guest Jay Dyer,Hoax,Hoax,CORRECT
393,U.S. lawyer defending travel ban grilled in court over Trump's tweets,Factual,Factual,CORRECT
394,Jury deadlocks over tax-evasion charges against Washington state auditor,Factual,Hoax,WRONG
395, Dan Rather SHREDS Wall Street Journal For Dodging Duty To Call Out Trump’s Lies In Epic Rant,Hoax,Hoax,CORRECT
396,"Trump vows another healthcare vote next year, eyes executive order",Factual,Hoax,WRONG
397,Philippines environment minister hopeful for end to open-pit mining ban,Factual,Factual,CORRECT
398," D.L. Hughley Slams Trump’s Racism, Reminds The World Why He Is A Comedy Legend (VIDEO)",Hoax,Hoax,CORRECT
399,Factbox: Key issues in the NAFTA renegotiations,Factual,Factual,CORRECT
400,OUCH! WATCH: Sneaky Liberal Gets Electrocuted While Trying To Steal Trump Sign From Neighbors Lawn,Hoax,Hoax,CORRECT
401,White House: Trump speaks with Egypt's Sisi by phone on Monday,Factual,Factual,CORRECT
402,"COMEDIAN TIM ALLEN On Hollywood Hypocrites: They Didn’t Like Trump Because He Was A Bully…But If You Support Trump, You Get Bullied [VIDEO]",Hoax,Hoax,CORRECT
403, Trump Is LITERALLY Polling At 0% With Black People (IMAGE/VIDEO),Hoax,Hoax,CORRECT
404,NED RYUN ON WHITE HOUSE LEAKS: “This is not whistleblowing. This is weaponizing classified info to undermine a duly-elected President” [Video],Hoax,Factual,WRONG
405, Sarah Palin Defends Trump Skipping ‘Ballyhooed Media Debate’ With Indecipherable Word Salad,Hoax,Hoax,CORRECT
406, Watch Trump Flat-Out Admit Trumpcare Will Ruin The Lives Of His Own Supporters (VIDEO),Hoax,Hoax,CORRECT
407,Swiss urge voters to keep fee for public broadcasters,Factual,Factual,CORRECT
408,"In abandoned Philippine city, first hints of a return to normalcy",Factual,Factual,CORRECT
409,"As Johnson Sirleaf exits, Liberians thankful for peace, excited about change",Factual,Factual,CORRECT
410,"In Liberian slum, residents demand change from next president",Factual,Hoax,WRONG
411,Trump says union head who accused him of lying has 'done a terrible job',Factual,Hoax,WRONG
412,"Boiler Room – #UniteTheRight Coverage with Hesher, Andy Nowicki, Patrick Henningsen, FunkS0ul & Randy J",Hoax,Hoax,CORRECT
413,Factbox: Contenders for key jobs in Trump's administration,Factual,Factual,CORRECT
414,"AFTER 8 Years Of Silence From Obama On Cop Killings, Race Riots, Burning Cities To Ground…NYT’s Calls On Trump To “Denounce Hate” [VIDEO]",Hoax,Hoax,CORRECT
415,Kansas governor signs school funding bill aimed at adequacy,Factual,Factual,CORRECT
416,Trump says hopes to avoid use of military action on North Korea,Factual,Hoax,WRONG
417, Drunk Bragging Trump Staffer Started Russian Collusion Investigation,Hoax,Hoax,CORRECT
418,London Mayor says police presence to increase after metro explosion,Factual,Factual,CORRECT
419,UNREAL! RAW VIDEO: Looting During Milwaukee Riot Captures Thugs Destroying Store [Video],Hoax,Hoax,CORRECT
420, WATCH: Trump Literally Accuses The Media Of Covering Up Terrorist Attacks,Hoax,Hoax,CORRECT
421,DeVos confirmed as U.S. education secretary as Pence breaks tie,Factual,Hoax,WRONG
422, FBI Agents Destroy Donald Trump After He Attacks The Agency And James Comey,Hoax,Hoax,CORRECT
423," This Is Clinton’s Supreme Court Plan, And It Could Destroy Senate Republicans",Hoax,Hoax,CORRECT
424,Republican Romney to make 'major speech' on 2016 presidential race: Fox,Factual,Factual,CORRECT
425, WATCH: Mark Cuban Informs Fox Host That Media Would Cover Trump Better If He Would Just Shut Up,Hoax,Hoax,CORRECT
426,BUCKLE UP AMERICA: Dinesh D’Souza’s Is About To EXPOSE The Democrat Party In “Hillary’s America”…WATCH The Powerful NEW Trailer HERE,Hoax,Hoax,CORRECT
427,"Palestinian rivals Hamas, Fatah agree to complete Gaza handover by Dec. 1: statement",Factual,Factual,CORRECT
428," WATCH: Dem Rep. Just BRAZENLY Called Out Trump’s Immaturity, And It’s Simply AMAZING",Hoax,Hoax,CORRECT
429,NC TEACHER SIGNS UP FIRST GRADERS For Black Lives Matter Protest With No Consent,Hoax,Hoax,CORRECT
430,TRUMP TWEET STORM On Obamacare Sets Up Battle with Democrats On “Lousy Healthcare” [Video],Hoax,Hoax,CORRECT
431,Pence says his private email use was not the same as Clinton's,Factual,Hoax,WRONG
432,TUCKER CARLSON UNLOADS On Dem Strategist Who Posted #HuntRepublicanCongressmen Day After Republicans Shot By Bernie Sanders Supporter: “You’re an unbalanced person” [VIDEO],Hoax,Hoax,CORRECT
433, Friday’s New York Daily News Cover Perfectly Illustrates What The Trump ‘Presidency’ Has Done To America,Hoax,Hoax,CORRECT
434, Obama Has Harsh Words After Veto Override On 9/11 Bill: ‘It Was A Mistake’ (VIDEO),Hoax,Hoax,CORRECT
435,"BOILER ROOM – EP #46 – Murder, Witchery, Politricks & A Manatee",Hoax,Hoax,CORRECT
436,Brazil top prosecutor requests billionaire Batista's arrest -source,Factual,Hoax,WRONG
437,Trump tax proposal would mostly benefit New York's wealthy: report,Factual,Hoax,WRONG
438," BREAKING: Republican Senate Hopeful Speaks His Mind, Says Putin Is Right, America Is Evil",Hoax,Hoax,CORRECT
439,Deputy Attorney General Rosenstein interviewed over FBI ex-director's firing: WSJ,Factual,Factual,CORRECT
440," Fox Pundit Blows Top Over Indictment Of Anti-Abortion Fanatics, Attacks Female Prosecutor (VIDEO)",Hoax,Hoax,CORRECT
441,Lebanese offshore oil and gas licensing round continues despite political crisis,Factual,Factual,CORRECT
442,FLASHBACK: WATCH TED CRUZ Promise To Support Donald Trump As Republican Candidate [Video],Hoax,Hoax,CORRECT
443,WHOA! BLACK WOMAN FED UP WITH BLACK RACISTS NAILS IT: “Many Black People Voted For Barack Obama Simply Because He Was Black…And Now Your Black god Has Failed You!” [VIDEO],Hoax,Hoax,CORRECT
444,WHOA! ANDERSON COOPER GOT MORE Than He Bargained For When He Tried To Discredit MELANIA TRUMP’s Husband During Their Interview [VIDEO],Hoax,Hoax,CORRECT
445, This New Ad Gives Us A Horrifyingly Realistic Preview Of ‘President Trump’ (VIDEO),Hoax,Hoax,CORRECT
446,POLITICO DOWNGRADES AMERICA: Declares Germany’s “Open-Borders” Angela Merkel “Leader Of The Free World” In Anti-American Headline,Hoax,Hoax,CORRECT
447,BAD ASS BUSINESSMAN Challenges Paul Ryan In New Campaign Ad Like You’ve Never Seen Before [Video],Hoax,Factual,WRONG
448,"Growing feud: Trump, Cruz escalate attacks on each other",Factual,Hoax,WRONG
449,BREAKING: PUTIN TIRED OF WAITING FOR Obama’s DOJ To Release Hillary’s Highly Classified Emails…Set To Release Them In Near Future,Hoax,Hoax,CORRECT
450,Dennis Rodman talks of skiing friendship with Kim Jong Un,Factual,Hoax,WRONG
451,Highlights of Reuters interview with Trump,Factual,Hoax,WRONG
452,YOU’RE FIRED! TRUMP Makes Stunning Move To Defeat ‘Crooked Hillary’,Hoax,Hoax,CORRECT
453,Turkish minister says will work to improve ties with Germany,Factual,Factual,CORRECT
454,WATCH: MSNBC Cuts Mic Of GOP Senator Lindsey Graham When He Brings Up Hillary’s Campaign During Interview About Donald Trump Jr.,Hoax,Hoax,CORRECT
455,"Saudi deputy crown prince, Trump meeting a 'turning point': Saudi adviser",Factual,Factual,CORRECT
456, Betsy DeVos TOTALLY HUMILIATED During Keynote Speech At Historically Black University,Hoax,Hoax,CORRECT
457,U.S. Congress members decry 'ethnic cleansing' in Myanmar; Suu Kyi doubts allegations,Factual,Hoax,WRONG
458,"DISGUSTING! UNEMPLOYED, RACE-OBSESSED Colin Kaepernick Will Be Added To Smithsonian Black History Museum, While Conservative Supreme Court Justice Clarence Thomas Is BLACKLISTED",Hoax,Hoax,CORRECT
459,U.S. lawmakers want to restrict internet surveillance on Americans,Factual,Factual,CORRECT
460,White House does not rule out Sessions recusal on Russia probes,Factual,Hoax,WRONG
461, New ISIS Video On Brussels Features These Trump Comments (IMAGE),Hoax,Hoax,CORRECT
462,STATE DEPARTMENT COVERUP: Reporter Questions Missing Video Potentially Showing Iran Deal Deception Was a ‘Glitch’,Hoax,Hoax,CORRECT
463,Trump angers UK with truculent tweet to May after sharing far-right videos,Factual,Factual,CORRECT
464,WATCH: FEMALE CAB DRIVER Entering Mandalay Bay Casino Property Records Video That Appears To Capture Gun Fire From More Than One Location,Hoax,Hoax,CORRECT
465,"Plague kills 124 in Madagascar, cities most affected: report",Factual,Hoax,WRONG
466,OAS may recommend new Honduras election unless irregularities fixed,Factual,Hoax,WRONG
467, How The GOP Became The Party Of White Supremacists Under Donald Trump,Hoax,Hoax,CORRECT
468,Illegal miners in South Africa swallow gold in condoms,Factual,Hoax,WRONG
469, Hillary Tweets An All-Out Attack On The GOP’s Promise To Obstruct SCOTUS Nominations (TWEETS),Hoax,Hoax,CORRECT
470, Bristol Palin Wants Black Actors To Ignore Oscars’ Racism — ‘Not Everyone Gets A Trophy’,Hoax,Hoax,CORRECT
471, WATCH: Retired Alabama Cop: We Were Told To Keep Roy Moore Away From High School Cheerleaders,Hoax,Hoax,CORRECT
472,"Factbox: Trump on Twitter (July 7) - Putin, Germany, G20 Summit",Factual,Factual,CORRECT
473,"OBAMA’S DOJ LET Russian Lawyer Into U.S. WITHOUT A VISA Under “Extraordinary Circumstances” Before She Met With Donald Trump Jr…Lawyer Has Ties To Left-Wing Democrat Activist, Major Hillary Supporter",Hoax,Hoax,CORRECT
474,"EU sounds alarm, urges U.S. to coordinate on Russia sanctions",Factual,Hoax,WRONG
475,U.S. embassy in Zimbabwe tells staff to stay home due to 'political uncertainty',Factual,Factual,CORRECT
476,James Comey’s Legacy: Blaming Russia Rather Than Saudi Arabia And Israel,Hoax,Factual,WRONG
477,France unveils labor reforms in first step to re-shaping economy,Factual,Factual,CORRECT
478,Saudi cleric condemns inter-Muslim conflict ahead of pilgrimage,Factual,Factual,CORRECT
479,"WOW! MSNBC’s Senior Political Analyst Hammers FBI Director: “To Release This [Hillary emails] On A Friday, As If He’s An Arm of the Clinton Campaign” [VIDEO]",Hoax,Hoax,CORRECT
480, Dan Rather Says What Every Person With A Moral Compass Is Thinking Regarding Sean Spicer & Trump,Hoax,Hoax,CORRECT
481,Suspect in shooting of Idaho pastor arrested,Factual,Hoax,WRONG
482, Hotel Workers Smashed Trump In A MASSIVE Victory,Hoax,Hoax,CORRECT
483,Pennsylvania Democrats raise concerns over CP's Norfolk Southern bid,Factual,Hoax,WRONG
484,HILARIOUS! WATCH What Happens When Campus Cops Try To Kick “Students For Trump” Off Campus For Building Trump Wall [VIDEO],Hoax,Hoax,CORRECT
485,U.S. lawmakers introduce bill to criminalize ‘revenge porn’,Factual,Factual,CORRECT
486,Trump's nuclear remarks test bid to improve Russia ties,Factual,Factual,CORRECT
487,"After Russia, Iran seeks deal for long-term Syria garrison: Israel",Factual,Hoax,WRONG
488, The Exodus: The State Department’s Entire Senior Management Team Just Quit Over Trump,Hoax,Hoax,CORRECT
489,YOU CAN’T MAKE THIS UP: Special Counsel Leading Trump-Russia Collusion Investigation Is Person Who Gave Russians Uranium Under Direction Of Crooked Hillary,Hoax,Factual,WRONG
490,"Trump, Clinton court Ohio as White House race enters final 2 months",Factual,Hoax,WRONG
491,Philippine Congress gives Duterte green light to extend martial law in south,Factual,Hoax,WRONG
492,Puerto Rico opens arms to refugees from Irma's Caribbean chaos,Factual,Factual,CORRECT
493,Exclusive: Koch brothers will not use funds to try to block Trump nomination,Factual,Factual,CORRECT
494,CHICAGO THUG PRESIDENT PERSONALLY LEAKED CHUCK SCHUMER’S OPPOSITION TO HIS DANGEROUS IRAN DEAL,Hoax,Hoax,CORRECT
495,Separation anxiety: Trump’s management style poses challenges in Oval Office,Factual,Hoax,WRONG
496,"Finally, Obama Speaks: Americans Need to ‘Reconcile Themselves’ with a Trump Presidency",Hoax,Hoax,CORRECT
497,"Chicago Daycare Opens for ADULTS to Wear Diapers, Act Like Babies",Hoax,Hoax,CORRECT
498,"Latest gun control bid falters in Congress, Democrat sit-in ends",Factual,Hoax,WRONG
499,"NON-AMERICAN, Wife Of US Citizen ARRESTED In Texas After Voting 5 Times!",Hoax,Hoax,CORRECT
500,Palestinian factions agree to hold general election by end-2018,Factual,Factual,CORRECT
501,SATANISTS ENDORSE A Candidate For President And It’s A Perfect Fit!,Hoax,Hoax,CORRECT
502, New York Gun License Broker Paid Off Cops To Approve Client Licenses,Hoax,Hoax,CORRECT
503, Christian Group Admits To Sending Men Into Women’s Bathrooms To Scare You Into Hating Trans People,Hoax,Hoax,CORRECT
504,U.S. Interior Secretary fails to provide papers in travel probe: inspector,Factual,Hoax,WRONG
