Index,Title,True_Label,Predicted_Label,Result
251,FBI Director Comey to testify before House panel on Thursday,Factual,Factual,CORRECT
252, The Leaker-In-Chief Just Tweeted Classified Info To His 35 Million Followers,Hoax,Hoax,CORRECT
253,NEW BIOGRAPHY Exposes Barack Obama’s Dream Of Becoming Donald Trump,Hoax,Hoax,CORRECT
254,ABC Producing Comedy Involving Illegal Alien Family…That’s Funny?,Hoax,Hoax,CORRECT
255,NANCY PELOSI Just Went After Trump’s Grandchildren And It’s Disgusting! [Video],Hoax,Hoax,CORRECT
256,GOP MAJORITY SENATE FINALLY GETS IT RIGHT: Votes To Gut Obamacare And Defund Planned Parenthood,Hoax,Hoax,CORRECT
257," Sorry, Not Sorry: Here Are Some Of The Funniest Responses To Scalia’s Death (IMAGES)",Hoax,Hoax,CORRECT
258, The Funniest And Most Obscene Local News FAILS Of 2015 (VIDEO),Hoax,Hoax,CORRECT
259,Rights group accuses Myanmar of crimes against humanity,Factual,Hoax,WRONG
260,(VIDEO) YOU’LL BE SHOCKED AT HOW LITTLE PEOPLE UNDERSTAND ABOUT THE IRAN DEAL,Hoax,Hoax,CORRECT
261,"Banks, healthcare service firms among winners from U.S. tax bill",Factual,Factual,CORRECT
262,U.S. aims for start this year on buying more military satellites,Factual,Factual,CORRECT
263, Black Chicago Teen Calls Cops 3 times For Help Before They Execute Him (VIDEO),Hoax,Hoax,CORRECT
264,LIBERALS ARE GOING To Be Furious Over What This Texan’s T-Shirt Said During Live TV Interview,Hoax,Hoax,CORRECT
265, Whoa! Melania Trump Just Stole A Whole Paragraph From Michelle Obama (VIDEO),Hoax,Hoax,CORRECT
266," Charity Is Buying Bankrupt Homophobic Pastor’s Church, Converting It To LGBT Youth Haven",Hoax,Hoax,CORRECT
267,UK PM May says she was unaware of allegations against sacked deputy,Factual,Hoax,WRONG
268,Philippine leader says 'no way' he'll do deal with Islamist rebels,Factual,Hoax,WRONG
269,COPS ASK MAYOR TO REMOVE “Black Lives Matter” Banner Hanging At City Hall…His Response Is ASTOUNDING!,Hoax,Hoax,CORRECT
270, 10 Of The Most Harmful And Disastrous Opinions Of Antonin Scalia’s Career — With Quotes,Hoax,Hoax,CORRECT
271, Global Survey HUMILIATES Trump After He Claims World Leaders Loved Everything He Said At United Nations,Hoax,Hoax,CORRECT
272,OAS says Honduran presidential election should be redone,Factual,Factual,CORRECT
273,BOOM! TREY GOWDY Shoots Down Outrage Over Intel Chair Briefing Trump on Spying: “If that’s a big deal…we’ve sunk to a new low” [Video],Hoax,Hoax,CORRECT
274,Senate to vote on motion to proceed on tax bill: lawmaker,Factual,Factual,CORRECT
275,"UK police arrest four, including soldiers, over suspected far-right terrorism",Factual,Hoax,WRONG
276,TRUMP SUPPORTER’S HILARIOUS VIRAL VIDEO Mocking CNN’s 1-Star App Rating Has Everyone Laughing!,Hoax,Hoax,CORRECT
277,Banish Bannon? Trump weighs his options as top aides feud,Factual,Factual,CORRECT
278,"U.S., Germany eye ways to deepen cyber collaboration",Factual,Factual,CORRECT
279,Farenthold should resign if misconduct accusations true: senior House Republican,Factual,Hoax,WRONG
280,Conservative editor considering lawyer for independent White House bid: Bloomberg,Factual,Factual,CORRECT
281,EPA Chief Reveals Her ‘Trashy’ Upbringing And What She’s Sure All Families Did Pre-EPA,Hoax,Hoax,CORRECT
282,"Factbox: Trump to meet ex-rivals Fiorina and Santorum, lawmakers",Factual,Hoax,WRONG
283,Ousted Hong Kong lawmakers ordered to pay hefty expense bills,Factual,Hoax,WRONG
284,FRAUD RUNS RAMPANT: House Votes To End Millionaires’ Abuse Of Low-Income Housing [Video],Hoax,Hoax,CORRECT
285,"Fed's Yellen says Puerto Rico faces economic crisis, matter for Congress",Factual,Hoax,WRONG
286, Trump’s Pick For Head Of DOJ Criminal Division Represented Russian Banks With Putin Ties,Hoax,Hoax,CORRECT
287,"Obama LIES To French Reporter, America “One Of Largest Muslim Countries In The World” [VIDEO]",Hoax,Hoax,CORRECT
288,VETERANS CAN’T GET HEALTH CARE…But These MN Somali Muslims Got US Taxpayer Dollars For College…Used It For Jihad,Hoax,Hoax,CORRECT
289,"Canada's Trudeau: won't support Trump, but understands his appeal",Factual,Factual,CORRECT
290,THE OBAMA LEGACY: Worst Economic Growth Of All 13 Post-WWII Presidents [VIDEO],Hoax,Hoax,CORRECT
291,U.N. peacekeepers pressed to do more with less as further cuts loom,Factual,Factual,CORRECT
292,WOOHOO! NEVER TRUMPER Tells Why He’s Jumpin’ on the TRUMP TRAIN [Video],Hoax,Hoax,CORRECT
293," WATCH: Fox Host Chris Wallace SMACKS Trump, Asks How Attacking The Media Creates Jobs",Hoax,Hoax,CORRECT
294, President Trump? Masked Nationalists Beat Up Refugee Children (VIDEO),Hoax,Hoax,CORRECT
295,"ANTI-JIHAD WARRIOR Pamela Gellar STRIKES BACK HARD After London’s Muslim Mayor Bans Ads With Bikini Clad Women, Allows “Allah Is Greater” Ad To Remain",Hoax,Hoax,CORRECT
296, WATCH: Kellyanne Conway Blames Muslim Refugees For Massacre That LITERALLY Never Happened,Hoax,Hoax,CORRECT
297,“UNITY” BASEBALL GAME Not So Unified: Democrat Staffers Mock Pre-Game Prayer…Show Vulgar Reactions To Trump’s Unity Speech [Video],Hoax,Hoax,CORRECT
298, Trump Gets HUMILIATED After Declaring His Poll Numbers ‘Higher’ Than Obama’s,Hoax,Factual,WRONG
299,HOW A SIMPLE GLASS OF WATER Could Expose The Truth About Hillary’s Serious Health Issues And Cause Her To Lose The Election [VIDEO],Hoax,Hoax,CORRECT
300,UK government confident of winning vote on Brexit legislation: spokesman,Factual,Factual,CORRECT
